k,x,y,a,
304,44.00564359094304,-41.497987364829946,-0.008583160910293736,
305,44.168268952302085,-41.050748731732774,-0.008645483078224618,
306,44.443651283405316,-40.70100205723827,-0.008644203844565575,
307,44.6889254146393,-40.120529632674895,-0.008530674756132967,
308,44.68896444691417,-39.4600169003799,-0.008527355436763433,
309,45.00238409367213,-38.71685884772484,-0.008384440411724401,
310,45.204008843545765,-38.17458630864559,-0.008401792048369562,
311,45.63355808476631,-37.498678938697765,-0.008400828783051036,
312,46.21835999227441,-37.00189002167603,-0.008320450342812561,
313,46.69469207303476,-36.47203505155435,-0.00825318519394721,
314,46.985636135530605,-35.641481542872405,-0.008270273105748967,
315,47.47370079538344,-34.845763632636995,-0.00818007343217954,
316,48.10120570845615,-34.251185482392124,-0.007879615532633949,
317,48.55594394483705,-33.71762544872564,-0.00794249081514579,
318,49.177336245171475,-33.12003002178314,-0.007752143399686725,
319,49.85277946730585,-32.513920823860275,-0.007701965193621003,
320,50.42237379311316,-31.852589430263,-0.007621852748142688,
321,50.907253776118225,-31.14565344227371,-0.007606839574245044,
322,51.82377425851863,-30.691080268486946,-0.0074960553877454735,
323,52.33922456860826,-29.677204955274043,-0.007451302575772865,
324,53.02944905539781,-29.179953252524193,-0.007374140925309869,
325,53.69113372452824,-28.335568833552454,-0.007453879741856544,
326,54.53190473588262,-27.96052210102343,-0.00733829387646026,
327,55.2900495030623,-27.45938697242024,-0.007166768227220134,
328,55.96736370708092,-27.45876611352537,-0.007081832212947534,
329,56.615714778527234,-26.887146766540226,-0.007145726233933277,
330,57.02365617945498,-26.622360570367196,-0.007013957500615054,
331,57.5173408732684,-26.365388856350965,-0.006903701302161185,
332,57.907721959998796,-26.03606961428709,-0.006951280677166976,
333,58.51222810965122,-26.288445339016512,-0.006855780165233229,
334,58.93283458170731,-26.26563134567388,-0.006921497371128547,
335,59.26808389933143,-26.25128848109092,-0.0069859646905961635,
336,59.34317423290975,-26.36331745545061,-0.007010190292662902,
337,59.45049790140909,-26.604072022018247,-0.006979271112106083,
338,59.593029506546564,-26.96079246567908,-0.0068185696331851675,
339,59.58860850769395,-26.80230851490287,-0.006904581927959823,
340,59.526779098637235,-27.26946936938546,-0.006921519782868797,
341,59.41654308297827,-27.86804886345245,-0.0069585578473312015,
342,59.64189319698387,-28.512844479216007,-0.007028275345640777,
343,59.3356350729525,-28.96432507304188,-0.00703242292320241,
344,59.099388813935455,-29.531834898982055,-0.007127836179495547,
345,59.05886370813054,-30.1966776139578,-0.007236588314384373,
346,58.777587751162365,-30.585348414814625,-0.00743831814244041,
347,58.509136870443854,-31.32926482203537,-0.00747610909722056,
348,57.993692332080926,-32.02649983785707,-0.0074929946891233576,
349,58.07186715780433,-32.635055168542216,-0.00752857450831494,
350,57.8295584085537,-33.13267681698526,-0.007557285010229119,
351,57.38238504137486,-33.90733574696204,-0.0075385905014860735,
352,56.942285915948766,-34.67908713175306,-0.0074257628175618175,
353,56.59039813728155,-35.21604373591026,-0.007353816323928583,
354,56.475186423136975,-35.9595949937581,-0.007399898542856223,
355,56.33298753549429,-36.531216694717564,-0.007312822059342003,
356,55.77780833391229,-37.18189589424567,-0.007469078483030781,
357,55.329034804109824,-37.045624152120475,-0.007465962250987569,
358,54.75782199438026,-37.55462565804458,-0.0074231274324711004,
359,54.21354878526975,-38.18040296953137,-0.007331773443367729,
360,53.9113196011741,-38.67259973171825,-0.007191895960308799,
361,53.27481999403908,-39.201304593504595,-0.00692876173269061,
362,52.739467878679044,-39.73148338629927,-0.006656458064312456,
363,52.158604731268774,-39.814520709196096,-0.006708786771986037,
364,51.62365664159728,-39.82031234617597,-0.006736409107934172,
365,51.03284191043319,-39.941214309631754,-0.006678038758132699,
366,50.14370407896084,-40.07745791051532,-0.006826063986943926,
367,50.101000916407784,-40.12595766419534,-0.006927583638599638,
368,49.29319080162181,-39.749767756262564,-0.007099958230728199,
369,48.57282040450546,-40.05556600369441,-0.0072162349374424025,
370,48.017145872789555,-39.98366310350098,-0.007104182049842267,
371,47.1503557934801,-40.28304896656529,-0.007164336536855777,
372,46.60618831911571,-40.54647911916162,-0.007090154702761773,
373,45.8298394901066,-40.25566276019007,-0.007198782351643684,
374,45.30866986768132,-40.20938165902059,-0.007415144575941847,
375,45.05959533546208,-40.0264068182874,-0.007498670994579617,
376,44.104035083102424,-39.53180884125285,-0.007783429844160809,
377,43.68041096339223,-39.49837711276031,-0.008047763966370658,
378,42.973963383293125,-38.8656494659264,-0.00835609435644777,
379,42.60391307374346,-38.82336839818001,-0.008626923265516964,
380,42.06589153668082,-38.67178769807847,-0.008842457103385222,
381,41.74189224964699,-38.643857124619515,-0.008866645729822976,
382,41.36443748626055,-38.40454453511972,-0.008950917362494402,
383,40.97197880678315,-37.93177277028614,-0.009132175717590263,
384,40.76036984296128,-37.41384402389677,-0.009257983288369877,
385,40.42339160575279,-37.2094003693431,-0.009340318155712905,
386,40.381689488363435,-36.78321338347485,-0.00945737011330267,
387,40.118075230376846,-36.30029278765637,-0.009688042644949844,
388,40.10099173676507,-35.93455855581019,-0.00984047890269479,
389,40.08333311368674,-35.4398983288821,-0.01000583802610441,
390,40.10843164038766,-34.87751731627498,-0.010127323084377448,
391,40.03268169263202,-34.29956172011754,-0.010248871769293993,
392,40.06851745686713,-33.82621603279973,-0.010256044267438508,
393,40.03099536520772,-33.17754051052501,-0.010364065825249675,
394,40.33015959439878,-32.687959470789245,-0.010516356923048231,
395,40.584165287997266,-32.24596483615192,-0.010573671365146626,
396,40.56996358166711,-31.82864178309569,-0.010693553739642862,
397,40.601512850111604,-31.28677105955767,-0.010798797188289886,
398,40.55430016344741,-30.853002900278995,-0.010872960987911856,
399,40.529028580031046,-30.418509622844237,-0.010944278869827722,
400,40.65840272096689,-30.022963035435946,-0.010974775428944528,
401,40.81102214510533,-29.721557064062125,-0.010970286152960688,
402,40.67940716357953,-29.56379106117585,-0.010898415755853548,
403,40.781578677082315,-29.424478945492638,-0.010730050433520726,
404,41.05177824456666,-29.1606320129324,-0.010609070722688402,
405,41.067741470799206,-29.282471829828836,-0.010470019608293486,
406,41.086929839685936,-29.354833521430844,-0.010309946430200844,
407,41.16838050702528,-29.345015427631324,-0.01032505561843094,
408,41.07484872936958,-29.69464116899521,-0.010309198548302112,
409,41.12685707698347,-29.748742762614114,-0.010310912269864324,
410,41.154681242352815,-29.978624359139655,-0.01028662435278857,
411,41.16669974628805,-30.29645691985986,-0.010264046318294116,
412,41.177242232471215,-30.753146329831125,-0.010114342379330205,
413,40.87810201971627,-31.695803615145703,-0.009871250488309299,
414,40.99129784676515,-31.601531795276646,-0.00960473139840261,
415,41.09237782322929,-32.77686237223171,-0.009506571078891234,
416,40.89480975863704,-33.24315804769582,-0.009455845704957517,
417,40.89161665407433,-33.969636246779935,-0.009368710651275437,
418,40.93556331194429,-34.40441507471864,-0.009307865038519058,
419,40.67608810222203,-35.16894681846582,-0.00925299129761564,
420,40.56255721900116,-35.541962404516504,-0.009275965588336899,
421,40.341969973687476,-36.3314187483598,-0.009374512370861123,
422,40.40685956619733,-36.99217409088143,-0.009279961503543465,
423,40.19001651506457,-37.70382122601559,-0.009245701804935232,
424,40.02649632254163,-38.61482502592683,-0.009059463808795899,
425,39.9543944217565,-39.004084094721016,-0.009041842177246755,
426,39.96730007455523,-39.88677420222172,-0.008930193713596752,
427,39.69855990142691,-40.79696789430144,-0.008933276768557737,
428,39.73406906276824,-41.5187347696269,-0.00896746571556864,
429,39.68922585228225,-41.934567590522235,-0.008889202879090848,
430,39.65576311660723,-42.50192188206379,-0.008814105462673479,
431,39.41490148891182,-42.91185662945214,-0.008833421991046314,
432,39.5321577154182,-43.23223379866145,-0.008729467489635696,
433,39.50536442215042,-43.810476617691954,-0.008648522959819013,
434,39.48506429033508,-44.4149864015734,-0.008606275937991617,
435,39.41615749235425,-44.938781702375415,-0.008515249871483934,
436,39.435631892252644,-45.217908243808914,-0.008335908402297549,
437,39.416746200645335,-45.47582196854556,-0.00830213738337811,
438,39.55815310736802,-45.7868139910337,-0.00826301193991079,
439,39.64354164236019,-46.112540724877675,-0.008315886742048334,
440,39.49879420840038,-46.28697323429023,-0.008317481138209189,
441,39.44651696221619,-46.69227212160802,-0.008220334672235556,
442,39.48077341192557,-46.69174279674884,-0.00817516599024725,
443,39.589722073032206,-47.11558442676659,-0.00811531681684614,
444,39.69323549400355,-47.30601798999637,-0.008060257048954978,
445,39.78476445829966,-47.44746700150333,-0.007920760421305248,
446,39.77298783858311,-47.46882557314391,-0.00781659277019247,
447,40.011216763203024,-47.771554464048386,-0.007641285512803577,
448,40.03362944014039,-48.086286327565084,-0.007480729742474649,
449,40.14708875867238,-48.319232352452346,-0.007398565955732244,
450,40.11751728981914,-48.41464055480006,-0.007344174749565647,
451,40.058661258098795,-48.4874303421506,-0.007322724793671273,
452,40.097871011651634,-48.954628043122256,-0.007165613305073368,
453,39.889078604306846,-49.17828757194437,-0.0072350713206155385,
454,40.13031461040279,-49.52920804852704,-0.007088093615335365,
455,40.26696485281065,-49.78778877863699,-0.00698158844861609,
456,40.084983206324885,-50.22085357573524,-0.0068703678279728765,
457,39.97822256127223,-50.649258617478594,-0.0067393451109270825,
458,40.01238621543185,-50.82815243982309,-0.006632295069334141,
459,40.14144417709217,-50.994419487470466,-0.00646787500797941,
460,40.17098630671804,-51.17267874154782,-0.0063743420311896185,
461,40.133851817729834,-51.512714848482986,-0.006495475488304458,
462,40.12200233714014,-51.777338950486865,-0.006536558325397558,
463,40.05843292831186,-51.99340718210481,-0.00658108670280572,
464,40.04214207311769,-52.389939359771766,-0.0066633538936644475,
465,39.8190535993172,-52.42190001370194,-0.006712044069791452,
466,39.897098371301155,-52.75900119571065,-0.006658486991378331,
