k,dx,dy,da,
165,11.220098450905319,11.771660423707422,-0.0016679785915693001,
166,11.006185868233416,11.945848541941972,-0.0013745229087908347,
167,10.907678570403057,12.112107423923245,-0.0010832642908450698,
168,10.440956614062742,12.296951791397634,-0.0007391493939046924,
169,10.021259853025022,12.544546284199582,-0.0003329008718490987,
170,9.73170910892933,13.060480665574891,4.6362596595339416e-05,
171,9.33607619306872,13.27462461115989,0.00037177307308456243,
172,8.835977394329241,13.417078427677446,0.0007215101900190602,
173,8.224144006650114,13.515836991408372,0.0011202881377702094,
174,7.568839870416966,13.8565673704918,0.0014338872832488298,
175,7.189921238458133,14.070563412291476,0.0017018476537350832,
176,6.640453141466963,14.248968907810841,0.0020155295396219576,
177,5.839017335114235,14.538931976244292,0.0024546723249876464,
178,5.197533553264385,14.58387589817021,0.0026407563194018858,
179,4.67058276298345,15.051007397207158,0.0029308903458497224,
180,4.2283330637447705,15.109042512684592,0.003192495065099503,
181,3.6211154850320497,15.244946589511326,0.003419410398765671,
182,3.0761577286323742,15.265476895997672,0.003786780789275176,
183,2.594234941285194,15.277754872033622,0.003909223564322881,
184,2.103079877166863,15.084920991493403,0.004028643647592655,
185,1.782281390663833,15.366405422026576,0.0042349334733302055,
186,1.443891841329176,15.283938014983729,0.004233056072757875,
187,1.016820376407928,15.179318522291846,0.004292467785177568,
188,0.6027354788640835,15.250918678365954,0.004322844094397749,
189,0.4671533459869437,14.865092561048664,0.004497093532057218,
190,0.08501495787407265,14.776782545129057,0.004537160886061595,
191,0.027459329071994887,14.743027245373048,0.0046833672034089805,
192,-0.39134220881184945,14.579956999890106,0.004737116582840685,
193,-0.5361422024663725,14.716421564785062,0.004952846201431492,
194,-0.5504427736300528,14.668097836347993,0.005068764013273824,
195,-0.7228956845633832,14.241383482176317,0.005285092304740174,
196,-0.844362855835854,14.132011687440622,0.005209413855292106,
197,-1.1951834046884997,13.565434942688796,0.0053786654092063116,
198,-1.280983843893182,13.585230275385667,0.005452790908695954,
199,-1.3339601871547089,13.399158561194591,0.005450407521304684,
200,-1.0778401350865465,13.27682160909741,0.005370244993694196,
201,-1.0337483150051625,13.078094219291843,0.0053560538612603655,
202,-1.0418192212411554,12.912550322118808,0.00526243195675635,
203,-1.1437996543014677,12.68151532678077,0.0052025153495747715,
204,-0.9515843464689198,12.387934914863386,0.00516349650768171,
205,-0.8081368596524143,12.087719881604631,0.005127554274835558,
206,-0.6385878684617481,11.755326717372908,0.005045243229005678,
207,-0.570316896719909,11.429633786213294,0.004979087105369666,
208,-0.18353626174381077,11.032310979257439,0.004822718340305042,
209,0.1200070215042075,10.717849509771384,0.004583322261690378,
210,0.6985490706249919,10.27756241755504,0.004526796956885978,
211,0.9633154474554786,9.895889448371038,0.00444922270776347,
212,1.2785701641292846,9.525671918919352,0.004182913631774179,
213,1.7933911733912353,9.167347948787473,0.004107171851716515,
214,2.2734308617780314,8.582256092857323,0.0040861853727473555,
215,2.50442124246738,8.381094069863579,0.003979215810789805,
216,3.0606501023369717,7.984250762970506,0.0037933609759874557,
217,3.431282649393559,7.631267880138388,0.0035828469724784604,
218,3.7768517774452732,7.296557590203702,0.0035909482854560824,
219,4.1577352968249315,6.917867798477413,0.0032993410184467865,
220,4.726051941539694,6.531557746457182,0.0032988149044916072,
221,5.35557363154917,6.223392112823731,0.0031967017083550063,
222,5.503291458396916,5.894578804442492,0.0030283193644503525,
223,5.882413722390545,5.788250365495026,0.002840191147485173,
224,6.340980296865311,5.646412718704671,0.0027672894724978577,
225,7.013039867901881,5.685651181082778,0.002595669279485879,
226,7.268998410356133,5.7109259451248775,0.002295570922154512,
227,7.464758652145477,5.378262608165153,0.0021783508172610305,
228,7.715289273213827,5.3442603018706905,0.002182854014435966,
229,7.9192266021210855,5.113158892893855,0.001973072723395395,
230,8.09034576396208,4.960501619611727,0.0019552154216260368,
231,8.25758782338518,4.847690553745638,0.00181797763456061,
232,8.671371450941262,4.868843333835446,0.00187478790538683,
233,8.485037881493902,4.691510207373498,0.0018328131881597577,
234,8.458680469709488,4.781859115077112,0.0017081344902033406,
235,8.5764674343208,4.91742837871239,0.0016955075798246134,
236,8.537918415388479,5.0779892346571005,0.001614917940144546,
237,8.426394686353685,5.070253237835268,0.0015549858465306278,
238,8.276819106484325,5.274802667210426,0.0015811010142254668,
239,8.138139751427886,4.893638649000513,0.0016901516273735012,
240,8.046809692775437,5.141495970070193,0.0018158790257025142,
241,7.9771658892895765,5.416312940595234,0.0017298398180319472,
242,7.760874024872262,5.613521173490962,0.0015864978887579735,
243,7.331096950238432,5.8644628297931565,0.001389287970558037,
244,7.075712921831052,6.047480162295576,0.0012411233293525368,
245,7.092439056728441,6.342687363438284,0.0011587553187469828,
246,6.662815453371326,6.555786230449401,0.001132145151232133,
247,6.336925775010165,6.7784484210665275,0.0011363123621794553,
248,6.148733202029764,7.0661248994018315,0.0013353661628386594,
249,5.942529873193383,7.625017845656796,0.001457074584494968,
250,5.635714187429528,8.115505554787811,0.0014914619806060342,
251,5.409939997003043,8.848469485444218,0.001662997090562726,
252,5.134196227044885,9.457136663926217,0.0018350163688127061,
253,4.749652124260862,9.992076686290496,0.0018785136557564995,
254,4.358578663055713,10.35680091910331,0.0021833119257140977,
255,4.165953316164099,10.965397177550733,0.0021791833000373356,
256,3.8414195611704116,11.558501423533379,0.002350030548998981,
257,3.619208199193878,12.278350397604523,0.0023698014924816825,
258,3.269072409571148,12.783689095484434,0.002465291006487508,
259,2.990771716028508,13.421799412663294,0.002536876679549065,
260,2.6459336637525794,14.063514824803317,0.00266062629906297,
261,2.2074626920352785,14.963552769101558,0.0027948765295315522,
262,1.9809131249987963,15.426831142486972,0.002848997171462991,
263,1.7814622022370799,16.132896240376375,0.002936606919981227,
264,1.4542937565752325,16.74364218469572,0.0029948158765653043,
265,1.1858585193433342,17.19491043602584,0.0030790977651115135,
266,0.8478937590451778,17.615731119491954,0.00327751911143934,
267,0.6026786481920254,18.38195977093487,0.0033001304726232705,
268,0.37104968331645694,18.869188566550175,0.00366135582280493,
269,0.017778304180502857,19.511309918071305,0.003727686309565447,
270,-0.32991472606695993,19.830377335475166,0.0038495206618890804,
271,-0.7089684493824464,20.459470900315473,0.0037721790964961293,
272,-0.967109486166315,21.01921136039855,0.003751899373670044,
273,-1.3561492876946915,21.42498223933933,0.0037074493841742634,
274,-1.6790538109187167,21.665456067006687,0.003583924274580687,
275,-1.885288239709304,21.92197361797823,0.0036555080534945127,
276,-2.2274477702664726,22.324240253691926,0.003496595533231856,
277,-2.4511910776498667,22.270286102971426,0.0035163733059014376,
278,-2.771964993170343,22.846634554461964,0.0034675712859850976,
279,-3.007212698305537,22.88076232930822,0.003397788830299833,
280,-3.320752238002413,22.88803017344823,0.0033453708960958124,
281,-3.551577574848089,22.848063689791765,0.003409296303664513,
282,-3.9602115899786696,22.70734479735667,0.0034284278092153626,
283,-3.9759353194054157,22.352204659298152,0.00335608011259941,
284,-4.307132672039401,22.06181349336714,0.0032296044678138073,
285,-4.607929743974971,21.76003824661759,0.0031728705578751223,
286,-4.80760566417662,21.53232770018596,0.003079069024887509,
287,-4.950538991643498,21.07518567578981,0.0029398320771850655,
288,-5.205031983250279,20.697803535061404,0.0027710592986292856,
289,-5.469552982377714,20.281634252293053,0.002628929380327329,
290,-5.531526354775629,19.748245310185503,0.002483870244343057,
291,-5.614137935146232,19.19573720275737,0.002257442693684518,
292,-5.63880007177427,18.548046714224206,0.0020268214048103344,
293,-5.658681558984583,17.967920989973436,0.0020064350410647688,
294,-5.906106088636413,17.225508685602122,0.0018633530390687759,
295,-5.9438674859776555,16.643270924850604,0.001748792336846031,
296,-5.939741256391933,16.178249900826707,0.0016137358999034276,
297,-5.911696669131494,15.605070793327279,0.0014806949113802415,
298,-5.823980615945317,14.910307846360247,0.0013160371296365245,
299,-5.710520639698771,14.003696529980537,0.0011702209005906277,
300,-5.718273317021243,13.355917905116684,0.0010790602948619315,
301,-5.776100207478066,12.816149540718953,0.0009972914792234968,
302,-5.7281058214510665,11.791973219642223,0.0008262642053454023,
303,-5.723398053461338,10.88984223220151,0.0007112712085270562,
304,-5.72031949426335,10.055219267906118,0.0006808981779071466,
305,-5.699736390046226,9.308769132733751,0.0007200751172136855,
306,-5.789041603229535,8.680021222277333,0.0006964115454737591,
307,-5.8463961177643,7.847313385116301,0.000564730048739321,
308,-5.664363464248154,6.96298854954982,0.0005439270106765304,
309,-5.791622069746346,6.026131613838125,0.0003885238812344795,
310,-5.806605126504749,5.313078892874103,0.0003932356078969589,
311,-6.041948129932322,4.492758528541515,0.0003800561843672022,
312,-6.420378730067377,3.871526557320564,0.0002903449606085056,
313,-6.681931910681243,3.2376066457926314,0.00021613307665909777,
314,-6.755724331331386,2.3320943358411554,0.00022595760370142798,
315,-7.018203053684218,1.4885286778030107,0.0001315297256432469,
316,-7.407606007528415,0.8661108669136084,-0.00016366713267834156,
317,-7.617494085217906,0.322193930170954,-9.765329309004665e-05,
318,-7.9823098474663965,-0.26682605731842557,-0.0002790320721555639,
319,-8.388134081563663,-0.8457517225264439,-0.000318958279319919,
320,-8.678767225730347,-1.4601508956647358,-0.00038664315636256514,
321,-8.878273520991272,-2.099601074327854,-0.0003891477367605487,
322,-9.489763180637773,-2.474630180731804,-0.0004843630037802719,
323,-9.69362901807115,-3.379866730516973,-0.0005126379254402087,
324,-10.060477802956406,-3.75637563541526,-0.0005714320320866382,
325,-10.388250576334883,-4.45748383978739,-0.00047638040976813543,
326,-10.879328289349417,-4.682036950490243,-0.0005735316761224804,
327,-11.275057742808393,-5.021756978995775,-0.000721854354738637,
328,-11.58014904643639,-4.865971435302754,-0.0007816651485932601,
329,-11.84767888985536,-5.268252555969539,-0.0006954184544941712,
330,-11.87395601466006,-5.360728876654289,-0.00080142680539853,
331,-11.982485984352387,-5.442752852023059,-0.0008832911695039591,
332,-11.98755212967653,-5.592317836884785,-0.0008096859851505385,
333,-12.199915029817234,-5.1736461069063395,-0.0008769972253958244,
334,-12.227493242595983,-5.0346311054979935,-0.0007860151006963377,
335,-12.171511023354867,-4.89173787083779,-0.000699077295809686,
336,-11.865215553710534,-4.630859409173414,-0.0006538354685241745,
337,-11.599690711467687,-4.253387999954409,-0.0006634301560900233,
338,-11.376545436722346,-3.775316314228146,-0.0007984662474996851,
339,-11.01797175842637,-3.8112931696674437,-0.0006902665893686781,
340,-10.61494438184036,-3.2399891724846555,-0.0006523600066922364,
341,-10.177571372773194,-2.5591514539303617,-0.000596159514595831,
342,-10.078954506798325,-1.8547397492996183,-0.000510047479344012,
343,-9.468356020218124,-1.3595579835987444,-0.0004901451834488958,
344,-8.944603657685455,-0.7673823251390388,-0.000382438934832122,
345,-8.626788207642257,-0.09934670855196615,-0.0002651638014017025,
346,-8.085616925967052,0.2803137773634532,-6.145863816490581e-05,
347,-7.573723509848151,0.9923335933976745,-2.2930541566948404e-05,
348,-6.838468485645379,1.6369524898346057,-5.856822504078131e-06,
349,-6.701246430265265,2.1755786975949505,2.87972620483367e-05,
350,-6.257792508895498,2.58995220761026,5.5716830651530123e-05,
351,-5.6296651622244696,3.2598309404434858,3.586934456111055e-05,
352,-5.027952572442906,3.90603110147962,-7.456158071737252e-05,
353,-4.530442540357718,4.304622913766707,-0.0001419455250575661,
354,-4.277730063273694,4.89096286790361,-9.287795161699603e-05,
355,-4.006743181246243,5.292468144302525,-0.00017435020153846754,
356,-3.344073440113462,5.7580658618970375,-1.7530327692047085e-05,
357,-2.8051357257406835,5.446720496114615,-2.0003481497487055e-05,
358,-2.1643542819779142,5.770247606286766,-6.0881591284688355e-05,
359,-1.5696278868322509,6.196838592700317,-0.00014749468282198013,
360,-1.2279280301291777,6.4807242739545785,-0.0002784226216001424,
361,-0.5730110645957183,6.791140714110064,-0.0005246915287146197,
362,-0.03648783717513737,7.093318866035595,-0.0007721749848179837,
363,0.5274227955866948,6.952868334928517,-0.0006974288771121207,
364,1.0292860158734243,6.741954649642764,-0.0006489472437990361,
365,1.5696475610023555,6.649134384094644,-0.0006852904177269909,
366,2.3822129742618188,6.57406664464618,-0.0005205335132015092,
367,2.3494003897445594,6.416324790660184,-0.0004059651009528601,
368,3.0588866825090477,5.852032160559439,-0.0002263159481939777,
369,3.6615622248890745,5.96606176175105,-0.00010661244006647617,
370,4.085904359144038,5.710603258530277,-0.00021185549700102318,
371,4.798458598609741,5.822824814953961,-0.00014697687622777615,
372,5.176244237036634,5.896717919210445,-0.00021427157988249904,
373,5.7672178524226965,5.43132193987757,-0.00010235403400575896,
374,6.092552361322589,5.217339117516687,0.00011045752297668323,
375,6.144136201403157,4.87758403386357,0.00018794291773420978,
376,6.878596600247185,4.2464923739676905,0.0004579808170397416,
377,7.07481517186168,4.081857947721247,0.0006998207051049036,
378,7.538937922859219,3.3417160552818714,0.0009767552798691532,
379,7.662684674059271,3.196682301988602,0.0012087317394318259,
380,7.945319858582849,2.95027204256089,0.0013799108740227342,
381,8.011796562608872,2.8313342364359215,0.0013603729742597166,
382,8.127994154364451,2.5112988380982344,0.0013996552073191927,
383,8.255110121439508,1.975042881370122,0.0015316805914918682,
384,8.203047210261374,1.4117383110061468,0.0016058705398959948,
385,8.274072383505022,1.1696970002024756,0.0016356313165794036,
386,8.056802332925628,0.7203548019318831,0.0016981012520386803,
387,8.061303279144639,0.23004132281261747,0.0018687076685747414,
388,7.826807488088448,-0.13146622446324585,0.0019582014214368747,
389,7.600172898276149,-0.606625718969461,0.002057428260145624,
390,7.339169677971718,-1.1326030755707208,0.0021110571556321785,
391,7.184004556147279,-1.6572864244137122,0.0021630779537408044,
392,6.925558318279357,-2.064279267493241,0.002102664372645474,
393,6.746233943874309,-2.6284668747288933,0.0021418407030959156,
394,6.246294568198877,-3.0209447955681767,0.0022226881835505693,
395,5.805677699063281,-3.355097938506283,0.0022089985925602806,
396,5.638635508909061,-3.6549397598730593,0.002256355152880911,
397,5.432468473130584,-4.066111325696237,0.0022880539204556995,
398,5.309030677617045,-4.359742766224912,0.002288653481231367,
399,5.16817982450997,-4.6449326073803725,0.0022864769734940275,
400,4.881888111552641,-4.88350821700546,0.002244818384819925,
401,4.581990855382948,-5.023445682519906,0.002170560940803916,
402,4.566816286127498,-5.0198576204647765,0.002033333119377985,
403,4.325606686687216,-4.998502316714394,0.0018068886586469924,
404,3.929113936829822,-5.0984698547433815,0.0016334065689932956,
405,3.7912863917496225,-4.821646517339133,0.0014478181968674182,
406,3.6546282352652355,-4.601381383354312,0.0012476422687118342,
407,3.4619028486876076,-4.4675990132866445,0.0012234263612287914,
408,3.444709223511282,-3.989730779246976,0.0011699634168595655,
409,3.287045205731374,-3.8130667771808078,0.0011351888512709171,
410,3.157723390215544,-3.4715976562412045,0.0010763050945159225,
411,3.0477396458017907,-3.055551899720218,0.0010209119091048914,
412,2.9426117409174566,-2.517929872561453,0.0008440766808972822,
413,3.140795990537633,-1.5262155804109376,0.000582268931416904,
414,2.933316105871569,-1.5700227701530416,0.0003059169377674243,
415,2.7440326992316457,-0.38240123860813213,0.00020128672033019497,
416,2.8499946236871807,0.08128136922902485,0.00014587213723328898,
417,2.7643319848416823,0.7826054545436065,5.690796601466423e-05,
418,2.635668530096723,1.1794738210565328,-3.814712161865491e-06,
419,2.804983369945937,1.8834663191982415,-5.686119817388709e-05,
420,2.8276252761160308,2.1862113669188474,-3.283171897558966e-05,
421,2.953283779974633,2.883001084785583,6.366894785220407e-05,
422,2.7984436259413386,3.433397235412677,-2.9919863245875603e-05,
423,2.9213840891834764,4.015958829775357,-6.218094360898457e-05,
424,2.9888349457689145,4.7735278762686235,-0.00024068244312098683,
425,2.9656113765833467,5.002008899408516,-0.00025026024159317643,
426,2.86075244619672,5.701437135571332,-0.00035063783944518263,
427,3.0320347335828544,6.405732542738939,-0.0003367309535220169,
428,2.9032066330325392,6.905533628269481,-0.00029311981602372916,
429,2.8562415244267356,7.0933658082956725,-0.0003598174887699465,
430,2.7997117369083924,7.42214893284504,-0.0004213706809846826,
431,2.945884949076458,7.588175751766592,-0.0003895334519187169,
432,2.740539733312268,7.662264621415353,-0.00047811926820303004,
433,2.6811513859550473,7.98388131129547,-0.0005416536538098513,
434,2.6173221842742933,8.320931225792151,-0.0005657166023678804,
435,2.602572671219967,8.569282495832447,-0.0006362898938144321,
436,2.5026539353840747,8.572850565586258,-0.000790230471100755,
437,2.4430140837784933,8.555755135049466,-0.0007983407591218138,
438,2.2299290154347133,8.590616481268079,-0.0008113854452096014,
439,2.0777565754132468,8.638671401147207,-0.0007348885772895108,
440,2.153290142185554,8.538644071692573,-0.0007104581515990846,
441,2.136879949404907,8.66540902346349,-0.0007824542514452259,
442,2.037144221131072,8.395035643428528,-0.0008018495125036232,
443,1.8681484103662314,8.544238143807604,-0.0008348635572397629,
444,1.7096804605862914,8.462657089117464,-0.0008622090279555173,
445,1.5677593454112753,8.336157949989655,-0.0009705100746459274,
446,1.5303454438875903,8.097247356591176,-0.0010412097177173243,
447,1.251879092509867,8.138383382505417,-0.001178631704093434,
448,1.191178299117425,8.1898668024186,-0.0012974828495310809,
449,1.0441572740424618,8.160510428624221,-0.0013366819319387494,
450,1.0402891066652344,7.998811849966074,-0.001347752668547108,
451,1.0649158598211272,7.820235975695525,-0.0013265629516852869,
452,0.9937618313659442,8.029346518464052,-0.0014374696647113687,
453,1.1651053556540916,7.995990819014679,-0.0013254092293159877,
454,0.8950989027808021,8.086970194523133,-0.0014265341989575424,
455,0.7348280549041917,8.085651785228784,-0.0014852969765343045,
456,0.8882566923567552,8.253427275686413,-0.0015467989415316706,
