k,Xx,Xy,Xa,
188,41.342018127441406,12.382505416870117,0.003037327202036977,
189,41.381561279296875,11.866297721862793,0.0028413748368620872,
190,41.43598175048828,11.35576057434082,0.00264586228877306,
191,41.490501403808594,10.848305702209473,0.0024459182750433683,
192,41.56151580810547,10.349688529968262,0.002245708368718624,
193,41.63651657104492,9.846217155456543,0.002037850208580494,
194,41.709632873535156,9.346261978149414,0.0018268844578415155,
195,41.788116455078125,8.866832733154297,0.0016082474030554295,
196,41.86967086791992,8.393293380737305,0.0013951640576124191,
197,41.96469497680664,7.946198463439941,0.0011764313094317913,
198,42.06111526489258,7.498692989349365,0.0009563562925904989,
199,42.15751266479492,7.0600690841674805,0.0007383503252640367,
200,42.239994049072266,6.627319812774658,0.0005258404416963458,
201,42.318389892578125,6.2038116455078125,0.00031571806175634265,
202,42.395172119140625,5.787920951843262,0.00011148757766932249,
203,42.474666595458984,5.382505416870117,-8.85001354617998e-05,
204,42.54360580444336,4.99025821685791,-0.0002852906472980976,
205,42.60438537597656,4.6113152503967285,-0.000479108071886003,
206,42.65597915649414,4.2469706535339355,-0.0006679369253106415,
207,42.703128814697266,3.8967502117156982,-0.0008526096935383976,
208,42.73154067993164,3.563730478286743,-0.0010291391517966986,
209,42.74525451660156,3.243973731994629,-0.0011939103715121746,
210,42.732059478759766,2.9430267810821533,-0.0013553638709709048,
211,42.70649719238281,2.6580376625061035,-0.0015126141952350736,
212,42.66645431518555,2.388327121734619,-0.0016572087770327926,
213,42.60310363769531,2.133209705352783,-0.0017979370895773172,
214,42.518314361572266,1.902796983718872,-0.0019373358227312565,
215,42.42359924316406,1.6794837713241577,-0.002071548718959093,
216,42.30437469482422,1.4720836877822876,-0.0021970882080495358,
217,42.169315338134766,1.2784768342971802,-0.0023129580076783895,
218,42.01972961425781,1.0977303981781006,-0.002429163083434105,
219,41.85416793823242,0.9317395687103271,-0.0025321582797914743,
220,41.66432571411133,0.7807355523109436,-0.002635263605043292,
221,41.44770050048828,0.641075074672699,-0.002733883447945118,
222,41.226348876953125,0.5136281251907349,-0.002825076226145029,
223,40.989810943603516,0.3882702589035034,-0.0029080379754304886,
224,40.73463439941406,0.266664057970047,-0.0029880704823881388,
225,40.45133972167969,0.14066338539123535,-0.0030607390217483044,
226,40.15901184082031,0.011036321520805359,-0.0031203196849673986,
227,39.860408782958984,-0.1059214249253273,-0.003175226040184498,
228,39.55305480957031,-0.22379061579704285,-0.003230997361242771,
229,39.23908615112305,-0.33357810974121094,-0.003277920186519623,
230,38.919986724853516,-0.4388567805290222,-0.003324758494272828,
231,38.59591293334961,-0.5414095520973206,-0.003366096643730998,
232,38.25571060180664,-0.6472498178482056,-0.0034107500687241554,
233,37.92662048339844,-0.7472953796386719,-0.0034541902132332325,
234,37.60118865966797,-0.8536449074745178,-0.0034926743246614933,
235,37.27277755737305,-0.9681927561759949,-0.0035313069820404053,
236,36.94841766357422,-1.0918998718261719,-0.003566992934793234,
237,36.631282806396484,-1.2169872522354126,-0.0036006809677928686,
238,36.322933197021484,-1.3529752492904663,-0.0036362623795866966,
239,36.022701263427734,-1.473210334777832,-0.003677438013255596,
240,35.72828674316406,-1.6062666177749634,-0.003724870039150119,
241,35.43858337402344,-1.7531497478485107,-0.003768893191590905,
242,35.16011047363281,-1.9101345539093018,-0.00380694679915905,
243,34.90232467651367,-2.079483985900879,-0.003836656454950571,
244,34.657047271728516,-2.2579410076141357,-0.0038603260181844234,
245,34.41179656982422,-2.4504334926605225,-0.0038809841498732567,
246,34.18671417236328,-2.653052568435669,-0.0039011661428958178,
247,33.97683334350586,-2.866086721420288,-0.003922245930880308,
248,33.775726318359375,-3.0923309326171875,-0.003952995408326387,
249,33.58408737182617,-3.3438661098480225,-0.003989777062088251,
250,33.40633773803711,-3.6172804832458496,-0.0040285526774823666,
251,33.238643646240234,-3.923262357711792,-0.004075479693710804,
252,33.08313751220703,-4.255801200866699,-0.0041304645128548145,
253,32.94458770751953,-4.611259937286377,-0.004187589976936579,
254,32.823089599609375,-4.981697082519531,-0.004258629400283098,
255,32.70948028564453,-5.377988815307617,-0.004329444374889135,
256,32.60964584350586,-5.799160003662109,-0.004407945089042187,
257,32.51881790161133,-6.250682353973389,-0.004487209487706423,
258,32.442691802978516,-6.722548007965088,-0.0045706527307629585,
259,32.377872467041016,-7.220576763153076,-0.004657146520912647,
260,32.32726287841797,-7.744683742523193,-0.004749014973640442,
261,32.29495620727539,-8.306302070617676,-0.004846671130508184,
262,32.27119445800781,-8.885322570800781,-0.004946430679410696,
263,32.254695892333984,-9.49260425567627,-0.005049790255725384,
264,32.251197814941406,-10.123597145080566,-0.005155387334525585,
265,32.2579345703125,-10.770916938781738,-0.005264383740723133,
266,32.277976989746094,-11.43310832977295,-0.005381906405091286,
267,32.307029724121094,-12.12571907043457,-0.0054999180138111115,
268,32.34442901611328,-12.83588981628418,-0.005633728113025427,
269,32.3956298828125,-13.570535659790039,-0.005769829265773296,
270,32.46027374267578,-14.314891815185547,-0.00591072253882885,
271,32.539676666259766,-15.082990646362305,-0.006047370377928019,
272,32.628265380859375,-15.871543884277344,-0.006182427518069744,
273,32.73191452026367,-16.673486709594727,-0.00631484342738986,
274,32.84752655029297,-17.48133659362793,-0.0064410981722176075,
275,32.969757080078125,-18.2958984375,-0.006570103578269482,
276,33.1047477722168,-19.123823165893555,-0.006691425107419491,
277,33.247074127197266,-19.94447898864746,-0.006813249085098505,
278,33.4011116027832,-20.78658676147461,-0.006932483054697514,
279,33.56293487548828,-21.625520706176758,-0.0070482236333191395,
280,33.7360725402832,-22.46025276184082,-0.007161310408264399,
281,33.91673278808594,-23.288843154907227,-0.007277042139321566,
282,34.112945556640625,-24.106952667236328,-0.007393369451165199,
283,34.30685043334961,-24.905153274536133,-0.007506159599870443,
284,34.5128288269043,-25.686744689941406,-0.007613020017743111,
285,34.72943878173828,-26.451528549194336,-0.007717183791100979,
286,34.95207214355469,-27.203163146972656,-0.007817014120519161,
287,35.178184509277344,-27.931537628173828,-0.007910515181720257,
288,35.41286087036133,-28.6406307220459,-0.007996434345841408,
289,35.65653991699219,-29.329002380371094,-0.008076069876551628,
290,35.90005111694336,-29.99167823791504,-0.008149364031851292,
291,36.14441680908203,-30.6281681060791,-0.008212714456021786,
292,36.38710021972656,-31.234542846679688,-0.008266047574579716,
293,36.62799072265625,-31.814258575439453,-0.008318977430462837,
294,36.877479553222656,-32.36033630371094,-0.008365948684513569,
295,37.126060485839844,-32.88043975830078,-0.00840830896049738,
296,37.3719367980957,-33.380184173583984,-0.008445173501968384,
297,37.61414337158203,-33.854915618896484,-0.008476683869957924,
298,37.850101470947266,-34.299434661865234,-0.008501458913087845,
299,38.07879638671875,-34.70450973510742,-0.008520412258803844,
300,38.30586624145508,-35.08229064941406,-0.008536064065992832,
301,38.53365707397461,-35.43793869018555,-0.008548854850232601,
302,38.7574348449707,-35.74977493286133,-0.008554761298000813,
303,38.97926330566406,-36.0237922668457,-0.008556376211345196,
304,39.19929504394531,-36.263427734375,-0.008557548746466637,
305,39.416812896728516,-36.47299575805664,-0.008561397902667522,
306,39.636863708496094,-36.658077239990234,-0.008565022610127926,
307,39.8580207824707,-36.80964660644531,-0.008563519455492496,
308,40.069496154785156,-36.92566680908203,-0.00856193620711565,
309,40.28543472290039,-37.00407791137695,-0.008554166182875633,
310,40.50074768066406,-37.05531692504883,-0.008547496050596237,
311,40.72543716430664,-37.07472610473633,-0.008541075512766838,
312,40.96589279174805,-37.071537017822266,-0.008531417697668076,
313,41.2166748046875,-37.045291900634766,-0.008519237861037254,
314,41.46921157836914,-36.98384094238281,-0.008508339524269104,
315,41.732059478759766,-36.8902473449707,-0.008493969216942787,
316,42.01087188720703,-36.774723052978516,-0.008467075414955616,
317,42.297386169433594,-36.64089584350586,-0.008444111794233322,
318,42.59856033325195,-36.48676681518555,-0.008413820527493954,
319,42.916114807128906,-36.3128547668457,-0.00838265847414732,
320,43.24470520019531,-36.11760330200195,-0.008349353447556496,
321,43.580135345458984,-35.89995574951172,-0.00831684935837984,
322,43.941001892089844,-35.67193603515625,-0.008280918933451176,
323,44.30863571166992,-35.409515380859375,-0.008244602009654045,
324,44.690391540527344,-35.13681411743164,-0.008206496946513653,
325,45.08440399169922,-34.839088439941406,-0.008173550479114056,
326,45.49797058105469,-34.5379753112793,-0.008136986754834652,
327,45.9266242980957,-34.22810745239258,-0.008094514720141888,
328,46.36616134643555,-33.93177795410156,-0.008050183765590191,
329,46.81483840942383,-33.62339782714844,-0.008010590448975563,
330,47.26173400878906,-33.316925048828125,-0.007966962642967701,
331,47.71067810058594,-33.01261901855469,-0.007920417934656143,
332,48.15705871582031,-32.707218170166016,-0.007877993397414684,
333,48.61035919189453,-32.42623519897461,-0.00783324521034956,
334,49.06222915649414,-32.156551361083984,-0.007793332915753126,
335,49.508995056152344,-31.898046493530273,-0.007757990155369043,
336,49.939491271972656,-31.65576171875,-0.007725255098193884,
337,50.355838775634766,-31.434621810913086,-0.007692599203437567,
338,50.76020050048828,-31.238779067993164,-0.007654338143765926,
339,51.14666748046875,-31.044570922851562,-0.007621517404913902,
340,51.513511657714844,-30.879314422607422,-0.0075908745639026165,
341,51.85947036743164,-30.747495651245117,-0.00756319472566247,
342,52.20014953613281,-30.649673461914062,-0.007539778482168913,
343,52.512508392333984,-30.575897216796875,-0.00751756876707077,
344,52.80084991455078,-30.530193328857422,-0.007500507868826389,
345,53.074798583984375,-30.515594482421875,-0.007488954812288284,
346,53.324440002441406,-30.518648147583008,-0.0074867382645606995,
347,53.5514030456543,-30.55413246154785,-0.007486273068934679,
348,53.74586486816406,-30.61858558654785,-0.0074865673668682575,
349,53.935237884521484,-30.706857681274414,-0.007488406263291836,
350,54.105712890625,-30.81304931640625,-0.007491421420127153,
351,54.249149322509766,-30.948503494262695,-0.007493486162275076,
352,54.367042541503906,-31.1118106842041,-0.007490521762520075,
353,54.46437072753906,-31.291475296020508,-0.007484537549316883,
354,54.55239486694336,-31.495824813842773,-0.007480832282453775,
355,54.630340576171875,-31.716251373291016,-0.007473477628082037,
356,54.680572509765625,-31.95551300048828,-0.007473284844309092,
357,54.70895767211914,-32.1783332824707,-0.007472964469343424,
358,54.711097717285156,-32.41368103027344,-0.007470782846212387,
359,54.68931579589844,-32.66612243652344,-0.0074646975845098495,
360,54.65525817871094,-32.92905807495117,-0.007452755700796843,
361,54.59482955932617,-33.20362854003906,-0.007429817691445351,
362,54.51361083984375,-33.48938751220703,-0.007395963650196791,
363,54.410518646240234,-33.766273498535156,-0.007365882396697998,
364,54.28852081298828,-34.03129196166992,-0.007338326890021563,
365,54.14600372314453,-34.290000915527344,-0.007309422362595797,
366,53.970802307128906,-34.54335021972656,-0.00728826317936182,
367,53.80139923095703,-34.7877311706543,-0.007272474467754364,
368,53.60404968261719,-35.004947662353516,-0.007264922372996807,
369,53.38380432128906,-35.22603988647461,-0.0072627910412848,
370,53.14887619018555,-35.43430709838867,-0.007255848031491041,
371,52.886287689208984,-35.64656448364258,-0.007251841947436333,
372,52.61137390136719,-35.861061096191406,-0.007244763895869255,
373,52.314510345458984,-36.053436279296875,-0.007242750842124224,
374,52.00782775878906,-36.2353630065918,-0.007250297348946333,
375,51.70366668701172,-36.40131759643555,-0.007261170074343681,
376,51.37099075317383,-36.53835678100586,-0.007284032180905342,
377,51.034332275390625,-36.66793441772461,-0.0073174647986888885,
378,50.681488037109375,-36.76414108276367,-0.007362931035459042,
379,50.32788848876953,-36.854286193847656,-0.007418262772262096,
380,49.966217041015625,-36.9338493347168,-0.007480607368052006,
381,49.60619354248047,-37.008705139160156,-0.007541281636804342,
382,49.24540710449219,-37.06980895996094,-0.007602988742291927,
383,48.883235931396484,-37.107540130615234,-0.007669929414987564,
384,48.527652740478516,-37.120948791503906,-0.007739447057247162,
385,48.17288589477539,-37.124820709228516,-0.0078095258213579655,
386,47.83182144165039,-37.109867095947266,-0.00788166094571352,
387,47.49414825439453,-37.07442855834961,-0.007960735820233822,
388,47.170509338378906,-37.02452850341797,-0.008043021894991398,
389,46.86026382446289,-36.955162048339844,-0.008128944784402847,
390,46.564701080322266,-36.86421203613281,-0.008216424845159054,
391,46.27875900268555,-36.7519416809082,-0.00830539595335722,
392,46.00690460205078,-36.62386703491211,-0.008390786126255989,
393,45.74530792236328,-36.47300338745117,-0.00847716722637415,
394,45.50825881958008,-36.30731201171875,-0.008566433563828468,
395,45.29270553588867,-36.12952423095703,-0.008654301054775715,
396,45.08596420288086,-35.94124984741211,-0.008743570186197758,
397,44.88965606689453,-35.73749923706055,-0.008833538740873337,
398,44.69987487792969,-35.523677825927734,-0.008922815322875977,
399,44.517295837402344,-35.30019760131836,-0.009011305868625641,
400,44.34836959838867,-35.069183349609375,-0.009097257629036903,
401,44.193519592285156,-34.83509063720703,-0.009179250337183475,
402,44.03968811035156,-34.60433578491211,-0.009254507720470428,
403,43.897064208984375,-34.377586364746094,-0.00931910052895546,
404,43.77251052856445,-34.14921188354492,-0.00937556941062212,
405,43.654109954833984,-33.9361686706543,-0.009423479437828064,
406,43.54172897338867,-33.735618591308594,-0.009462284855544567,
407,43.437835693359375,-33.543418884277344,-0.009500052779912949,
408,43.33439636230469,-33.37493896484375,-0.009535473771393299,
409,43.23775863647461,-33.21620178222656,-0.009569418616592884,
410,43.14657211303711,-33.0744743347168,-0.009600814431905746,
411,43.05990219116211,-32.95286560058594,-0.00962984748184681,
412,42.97748947143555,-32.856571197509766,-0.009651056490838528,
413,42.885589599609375,-32.80575942993164,-0.009660695679485798,
414,42.80266571044922,-32.75304412841797,-0.009658245369791985,
415,42.72779846191406,-32.754085540771484,-0.00965160597115755,
416,42.647560119628906,-32.77549362182617,-0.009643036872148514,
417,42.57069396972656,-32.82776641845703,-0.009631028398871422,
418,42.499114990234375,-32.896785736083984,-0.009616881608963013,
419,42.4193115234375,-32.99625015258789,-0.00960095226764679,
420,42.33803176879883,-33.107688903808594,-0.009586725383996964,
421,42.25065231323242,-33.248809814453125,-0.009577435441315174,
422,42.16994094848633,-33.41267776489258,-0.0095644136890769,
423,42.08326721191406,-33.60052490234375,-0.009550461545586586,
424,41.99323272705078,-33.82002639770508,-0.009528967551887035,
425,41.90398025512695,-34.046958923339844,-0.009507643058896065,
426,41.8192024230957,-34.3026008605957,-0.009482365101575851,
427,41.72637176513672,-34.58689498901367,-0.0094583285972476,
428,41.639156341552734,-34.89033889770508,-0.009436841122806072,
429,41.55379867553711,-35.19870376586914,-0.009412867948412895,
430,41.47071075439453,-35.51840591430664,-0.009386656805872917,
431,41.38071823120117,-35.84205627441406,-0.009362438693642616,
432,41.29979705810547,-36.165565490722656,-0.009334729984402657,
433,41.22124481201172,-36.50022506713867,-0.009304691106081009,
434,41.14524459838867,-36.84669494628906,-0.009274117648601532,
435,41.06955337524414,-37.200927734375,-0.009240898303687572,
436,40.99802780151367,-37.55187225341797,-0.00920128170400858,
437,40.92880630493164,-37.898746490478516,-0.009161921218037605,
438,40.868804931640625,-38.244049072265625,-0.009122570976614952,
439,40.81517028808594,-38.588497161865234,-0.009087258018553257,
440,40.757545471191406,-38.925498962402344,-0.00905356090515852,
441,40.70015335083008,-39.2654914855957,-0.009017085656523705,
442,40.64677429199219,-39.590579986572266,-0.008980230428278446,
443,40.600502014160156,-39.91999053955078,-0.008942368440330029,
444,40.560787200927734,-40.243316650390625,-0.008903753943741322,
445,40.526817321777344,-40.55868148803711,-0.008860723115503788,
446,40.49381637573242,-40.861175537109375,-0.00881501566618681,
447,40.47269058227539,-41.16368103027344,-0.008763635531067848,
448,40.45347213745117,-41.46672058105469,-0.00870747584849596,
449,40.440059661865234,-41.766693115234375,-0.008650178089737892,
450,40.425941467285156,-42.057708740234375,-0.008593006990849972,
451,40.40986251831055,-42.33917236328125,-0.00853739958256483,
452,40.39620590209961,-42.62876510620117,-0.0084773488342762,
453,40.37400817871094,-42.91547393798828,-0.008422967977821827,
454,40.363338470458984,-43.204994201660156,-0.008364533074200153,
455,40.3591194152832,-43.493160247802734,-0.008303994312882423,
456,40.34711837768555,-43.78766632080078,-0.00824123714119196,
457,40.330970764160156,-44.088035583496094,-0.008175491355359554,
458,40.31702423095703,-44.383087158203125,-0.008107936941087246,
459,40.3093376159668,-44.67250061035156,-0.008036142215132713,
460,40.303279876708984,-44.95705032348633,-0.007963396608829498,
461,40.29586410522461,-45.24402618408203,-0.007899138145148754,
462,40.28825378417969,-45.530025482177734,-0.007839490659534931,
463,40.278194427490234,-45.81296157836914,-0.007784403394907713,
464,40.267860412597656,-46.10087203979492,-0.0077353292144834995,
465,40.24821472167969,-46.37757873535156,-0.007690534461289644,
